track_id,artist_name,artist_id,title,song_id,release,genre,midi_path,faiss_id
TRLWCJL12903CB868E,Scott Joplin,ARRTPN61187B9A3812,Maple Leaf Rag,SOCTCLD12AB0187D01,The Entertainer,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\C\TRLWCJL12903CB868E,14244
TRLWCOC128F425A365,Westlife,AR5YRCN1187B98E3C8,Seasons In The Sun,SONSHSG12AB0185E98,Westlife,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\C\TRLWCOC128F425A365,14245
TRLWCQR128F14824EB,Linkin Park,ARQUMH41187B9AF699,Easier To Run (Album Version),SODCTEP12A58A7E312,Meteora,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\C\TRLWCQR128F14824EB,14246
TRLWCQS128F92F7853,Linkin Park,ARQUMH41187B9AF699,In The End [Live At Milton Keynes],SONOKWL12AB01804D3,Road To Revolution: Live At Milton Keynes,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\C\TRLWCQS128F92F7853,14247
TRLWDCW128F9324E5F,Mary Chapin Carpenter,ARO7FVB1187B9A53D8,I Take My Chances,SOXUIBA12AB0185304,Come On Come On,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\D\TRLWDCW128F9324E5F,14248
TRLWDOR12903CD55EC,The Enid,ARQCZIT1187B9991CF,Encore,SOWYRLA12AB01875A1,Something Wicked This Way Comes - Live at Claret Hall Farm & Stonehenge,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\D\TRLWDOR12903CD55EC,14249
TRLWDXQ128F933B148,Arty,ARSOMOK123E29C218C,Gentle Touch,SOCQRBW12AB0180D00,Gentle Touch / Logic Symphony,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\D\TRLWDXQ128F933B148,14250
TRLWEEU12903CF7E49,Plushgun,ARNWGTZ12086C11F83,Without A Light,SORXKXP12AB01857D1,Pins & Panzers,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\E\TRLWEEU12903CF7E49,14251
TRLWENL128F4286624,Günter Wand,ARMJ4U51187FB47665,Symphony No. 3 in F major_ Op. 90/Poco allegretto,SOEEYOQ12A8C139107,Brahms: Symphonies 1 - 4,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\E\TRLWENL128F4286624,14252
TRLWGHW128EF341D0D,Mary Jane Girls,ARIZGZE1187B9B1451,All Night Long,SOVLLID12A67ADA048,Ultimate Girl Groups,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\G\TRLWGHW128EF341D0D,14253
TRLWGYW128F4259ACB,The Ineffable Orchestra / Irmin Hütter,ARZGUNR12454A51C3C,Useless,SOIPAAN12A8C138081,Symphonic Music Of Depeche Mode,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\G\TRLWGYW128F4259ACB,14254
TRLWHML128F4289C83,Suzy Bogguss,AR6X7L91187B989E96,Letting Go,SOUVMON12A58A7AA7D,Greatest Hits,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\H\TRLWHML128F4289C83,14255
TRLWHUA128F42573AB,Erasure,ARIPXFO1187B9ACFF9,Man In The Moon,SOYNTYO12AF72A08A0,I Say I Say I Say,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\H\TRLWHUA128F42573AB,14256
TRLWIVN128F933BDA2,LU-LU,ARQYNCN120AB96455F,Hula Hoop Dance '90 Version,SOBGCDI12A58A7E1D4,Hula Hoop Dance '90 Version,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\I\TRLWIVN128F933BDA2,14257
TRLWJZB128F9334B0E,Sergei Rachmaninoff,AROJANS11F4C83B4FC,Song Without Words_ Op. 67_ No. 4,SOOVSQV12AB017EB67,Rachmaninoff Plays...,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\J\TRLWJZB128F9334B0E,14258
TRLWLOK128F42B7143,Planet Perfecto,ARBXOI21187B9B1465,Bullet In The Gun (Club Mix),SOSRXLJ12A8C13F168,Oakenfold Anthems,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\L\TRLWLOK128F42B7143,14259
TRLWMWL128F4297653,David Summers,ARABTW91187FB3A73B,Diciembre,SOOLYAU12A8C13DB73,Basado En Hechos Reales,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\M\TRLWMWL128F4297653,14260
TRLWMYC128F422D46C,Lovex,AREUTQM1187B993DBD,Yours,SOSNQXM12A81C231FF,Divine Insanity - International version,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\M\TRLWMYC128F422D46C,14261
TRLWNTM128E078660F,American Music Club,ARTN3HU1187FB4CF68,Room Above The Club (Album Version),SOMISEM12A6701C375,The Restless Stranger,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\N\TRLWNTM128E078660F,14262
TRLWORY128F92EFCE7,Don Gibson,AR7CCCC1187FB578FF,Oh Lonesome Me,SOFTNZE12A58A7B1C7,Lonesome Number One,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\O\TRLWORY128F92EFCE7,14263
TRLWPRD128F424FF0B,Underworld,ARQ985T1187FB48640,To Heal,SOLXLAA12AF72A98B7,Oblivion With Bells,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\P\TRLWPRD128F424FF0B,14264
TRLWQID128F9303F8B,World Party,AR26N5C1187FB52DDB,Put The Message In The Box,SOYIIJQ12AB01858D1,The Heartbreak Kid,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\Q\TRLWQID128F9303F8B,14265
TRLWRHH128F93381CE,Ricardo Braga,ARZKSZD1250940E6C1,Atriz Principal,SOTYWRU12A58A7E012,Grandes Sucessos - Ricardo Braga,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\R\TRLWRHH128F93381CE,14266
TRLWRJX128F4268B74,Exile,ARAD37Y1187FB57B95,Kiss You All Over,SOGVXGZ12A8C1333E3,Greatest Hits,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\R\TRLWRJX128F4268B74,14267
TRLWRXL128F42650D3,BlackHawk,ARKTJCB1187B9B0A20,Faith Is The Light,SONLAXF12A8C132067,Spirit Dancer,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\R\TRLWRXL128F42650D3,14268
TRLWSUA128F149EEFF,Whiskeytown,ARGUSVR1187B9AD15E,Don't Wanna Know Why,SOXREWC12A6D4FAD3C,Pneumonia,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\S\TRLWSUA128F149EEFF,14269
TRLWSVI128F92E123D,Dik Dik,ARXFOLF1187B989705,Quanto Amore C'e',SOIAIXD12AB017BA29,Quanto Amore C'e',,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\S\TRLWSVI128F92E123D,14270
TRLWSVZ128F14658DF,David Guetta - Joachim Garraud - Chris Willis,ARRQKAC12454A2E3C5,Love Don't Let Me Go (Original Edit),SORCFJU12A6D4F7DFB,Just A Little More Love,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\S\TRLWSVZ128F14658DF,14271
TRLWSZP128F92CFC64,Biquini Cavadão,AR1EZLD1187B98C74B,Tédio,SOZXVNS12A8C142800,20 Grandes Sucessos De Biquini Cavadao,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\S\TRLWSZP128F92CFC64,14272
TRLWTAG128E0789037,Gorillaz,ARAXU5Z1187B98FECD,Kids With Guns,SOVXUKQ12A67021875,Demon Days,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\T\TRLWTAG128E0789037,14273
TRLWTOG128F4282F4E,Maurizio Vandelli,AR900IF1187FB47DE0,Sei Già Di Un Altro,SOTYTEI12A8C13C803,29 Settembre 89,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\T\TRLWTOG128F4282F4E,14274
TRLWTOL128F9356D2D,Chilled Jazz Masters,ARRQHAA1241B9CE043,Take 5 ( Dave Brubeck Quartet ),SOEOTRT12AB0188B3B,Chilled Jazz Moods - 40 Timeless Essential Grooves,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\T\TRLWTOL128F9356D2D,14275
TRLWUDR128F427D70B,Julio Iglesias Jr,AR8AZTM1187FB3FB9C,Una Vida Sencilla Sin Más,SOAONIB12A8C13A9AB,Por La Mitad,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\U\TRLWUDR128F427D70B,14276
TRLWVCC128F9340C43,Remy,ARYP3GW1187B9A97E7,Scrambled,SOURXHH12AB0182D23,Armada Beats,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\V\TRLWVCC128F9340C43,14277
TRLWVKA12903C9F068,Vladimir Horowitz,ARCPSQA11F4C83C1E3,Étude Op. 10 N 8 In F Major,SODYIPR12AB018335A,L'Art Du Piano,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\V\TRLWVKA12903C9F068,14278
TRLWVSP128F423C35A,Byron Stingily,AR0XAJ71187FB57A4A,Get Up (Parade Mix),SORXOEQ12A8AE48A83,Get Up !,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\V\TRLWVSP128F423C35A,14279
TRLWWFY12903C9AAA4,Black Legend,ARMJTR01187FB53B57,You See The Trouble With Me [ATFC Paralytic Remix],SOWDVFQ12AB01875D5,You See The Trouble With Me [Remixes 2009],,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\W\TRLWWFY12903C9AAA4,14280
TRLWWRJ128F93372D4,Magalie Vaé,ARMTRIV1241B9CC8E0,L'Aziza,SOIWDYT12AB01881FE,Star Academy Chante Daniel Balavoine,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\W\TRLWWRJ128F93372D4,14281
TRLWXRI128F148BDAF,The Honeyz,ARTU0K61187B9A561C,Somebody To Love Me,SOCQVCF12A6D4F9CB5,The Collection,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\X\TRLWXRI128F148BDAF,14282
TRLWXSC128F4229174,Arve Henriksen,AR06C3L1187B9A76F0,Birth Of The Universe,SOFLTZA12A8A9D7FB0,Electra,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\X\TRLWXSC128F4229174,14283
TRLWYMH128F424C7DA,Humate,AR42I4C1187FB413EB,Choose Life,SOJAXKV12A8C131B94,Choose Life,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\Y\TRLWYMH128F424C7DA,14284
TRLWYXB128F9317321,Steps,AR677KZ1187B9AEC78,After The Love Has Gone,SOZBBJH12AB0185F31,Step One,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\Y\TRLWYXB128F9317321,14285
TRLWZMR128F429FD9B,Alunni Del Sole,ARSVEJC1187B9A8BB5,Liù,SOAPHWW12A8C13C29D,Alunni Del Sole,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\W\Z\TRLWZMR128F429FD9B,14286
TRLXBAU128F42386B1,The Mamas & The Papas,ARQ294N1187FB53D2A,Dream A Little Dream Of Me,SOBGCCI12A6D4F8411,Music For Movies,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\B\TRLXBAU128F42386B1,14287
TRLXBNL128C719679F,DJ Shadow,ARME7101187FB3ECDD,Mongrel...,SOTDKFM12AF72AADF8,The Private Press,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\B\TRLXBNL128C719679F,14288
TRLXBRZ128F146F157,Howard Jones,ARIQ6JQ1187FB49235,Tao Te Ching,SODVVIS12A6D4F6C60,Howard Jones - The Very Best Of Howard Jones,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\B\TRLXBRZ128F146F157,14289
TRLXCCO128EF365930,Childsplay,ARIDY0I11C8A415CF8,Dante's Prayer,SOGOMVP12A6D4F6331,Heaven and Earth,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\C\TRLXCCO128EF365930,14290
TRLXCQY128F42635DA,Joint Venture,AR9MIEW1187FB41B2D,Master Blaster (Turn It Up),SOQPKCG12A6D2282E2,Master Blaster,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\C\TRLXCQY128F42635DA,14291
TRLXCXA128F92F42E4,Crosby_ Stills & Nash,ARSFKG71187FB3D66F,Southern Cross,SOIVUUU12AAA8C5AA3,Southern Cross / Into The Darkness [Digital 45],,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\C\TRLXCXA128F92F42E4,14292
TRLXDKB128F9304A49,Mino,AR3PCLH1187B9B0CE8,Mariah (Feat. Léa),SOATTKX12AB0184DCB,Il Etait Une Fois...,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\D\TRLXDKB128F9304A49,14293
TRLXDUI12903CCD1FF,Asia 2001,ARSCAUK1187B99795D,Planet Gonzo,SOMTPWM12AB0183C1B,Abduction,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\D\TRLXDUI12903CCD1FF,14294
TRLXEVE128F422FD07,Orquesta De Edmundo Arias,AR9PBXX1187B9A9EDD,Cumbia Del Caribe,SOCXEWX12A8AE48151,Discos Fuentes All Stars- La Biblia De La Cumbia Vol. 1 & 2,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\E\TRLXEVE128F422FD07,14295
TRLXGMM128F934BC32,Enya,AREACYD1187FB566DE,Watermark (Remastered 2009),SOAOYMN12AB01876EC,The Very Best Of Enya,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\G\TRLXGMM128F934BC32,14296
TRLXGWD128F92C9B13,John Evans,AR3Y88S1187FB55122,Scary Beats,SOZTCIH12A8C142BBF,Munich Disco Tech Vol. 1,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\G\TRLXGWD128F92C9B13,14297
TRLXHMN128F145D6EE,Joe Cocker,ARUAG4R1187FB53500,Don't Let Me Be Misunderstood,SOIWYUL12A6D4F77EA,Greatest Hits,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\H\TRLXHMN128F145D6EE,14298
TRLXHUN128E078EDD2,Nirvana,ARH3S5S1187FB4F76B,Serve The Servants,SODFFPB12A6701E94E,In Utero,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\H\TRLXHUN128E078EDD2,14299
TRLXICO12903CC121F,The Karaoke Channel,ARBL6FC1187B9A077E,Drive My Car (in the style of The Beatles) (Karaoke Version),SOGCFPZ12AB018C8E4,The Karaoke Channel - Best of The Beatles,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\I\TRLXICO12903CC121F,14300
TRLXJGN128F42828D7,Michelle Weeks,ARHQ1GT1187FB3C046,A Purpose,SOTHIPI12A8C13D1AA,A Purpose,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\J\TRLXJGN128F42828D7,14301
TRLXJGO128F9320354,Millie Jackson,AR4Z9AW1187FB5B56F,Anybody That Don't Like Millie Jackson,SOFGYDM12AB018098C,Just A Lil' Bit Country,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\J\TRLXJGO128F9320354,14302
TRLXJIC128F428F306,Lazard,ARSTCTM1187B98922B,Living On Video,SOUAJLB12A8C141D4A,Hard2Beat Club Anthems 2008,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\J\TRLXJIC128F428F306,14303
TRLXJJF128F146E0E9,Craig David,ARB3YNF1187B992AF0,Don't Love You No More [I'm Sorry],SOLOZDT12A58A78374,The Story Goes ....,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\J\TRLXJJF128F146E0E9,14304
TRLXJJX128F1492E69,Roberto Vecchioni,AR1SF0G1187B9AF4F0,La Stazione Di Zima,SOBSWJT12A6D4F9CB6,Collezione Italiana,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\J\TRLXJJX128F1492E69,14305
TRLXJQQ128F148B528,Badfinger,AR4RLX31187FB3CE00,Baby Blue [live] (Album Version),SOEXWFB12A58A7E43A,Day After Day: Live,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\J\TRLXJQQ128F148B528,14306
TRLXKVE128F429B7AF,Garbage,ARRIZSL1187B9A0ACA,#1 CRUSH (Re-mastered 07),SOWUQVL12A8C13B244,Absolute Garbage,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\K\TRLXKVE128F429B7AF,14307
TRLXLLG128F426195F,Sir Neville Marriner/Academy of St Martin-in-the-Fields,ARHORWJ12454A4CF6C,Symphony No. 34 in C K338: I.      Allegro vivace,SOEDPEP12A8C135907,Mozart: Symphonies Nos. 31_ 33 & 34,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\L\TRLXLLG128F426195F,14308
TRLXLPP128F930B4CD,Vittorio De Scalzi,ARUT8H61187B9A0AD6,Una Miniera,SOZFMFG12AB0182FB9,La Storia Dei New Trolls (MP3 Album),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\L\TRLXLPP128F930B4CD,14309
TRLXMKA128F429CF4F,Liars,ARVZWQ31187B9B8946,Mimic The Hurricano,SOSCPDQ12A58A7ECEB,Plaster Casts Of Everything,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\M\TRLXMKA128F429CF4F,14310
TRLXPKO128F93024B0,Maga,ARYQAKK1187FB3F66C,El Cristal Por Dentro,SOJMVDS12AF72A2A2A,2001-2008,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\P\TRLXPKO128F93024B0,14311
TRLXPMB128EF342C12,Elton John / Kiki Dee,ARLL5YZ1187B9AF024,Don't Go Breaking My Heart,SOHVOHH12A67FFB328,Rock Of The Westies,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\P\TRLXPMB128EF342C12,14312
TRLXPPF128F92EF078,Creedence Clearwater Revisited,ARGK3QC1187B9B351A,Who'll stop the rain,SOEGKAZ12AB017A164,Recollection/Live,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\P\TRLXPPF128F92EF078,14313
TRLXPTU128F4292BCE,Ray Vega,ARZPL0P1187FB4C734,I Should've Known Better,SOCOHYQ12A8C13C107,Geography,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\P\TRLXPTU128F4292BCE,14314
TRLXPXB128F42ACB48,Renato Russo,AR4R99Y1187B9B09F1,The Ballad Of The Sad Young Men,SOSNUOA12A8C140709,The Stonewall Celebration Concert,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\P\TRLXPXB128F42ACB48,14315
TRLXQHE12903CC2D44,Edith Piaf,AR5O86P1187FB3B8CD,Sous Le Ciel De Paris,SODWZHM12AB0185EA0,En Liten Pike I Lave Sko - Melodiminner Fra 1955 (Lirekassen No. 22),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\Q\TRLXQHE12903CC2D44,14316
TRLXQKI128F4295A97,Brooks & Dunn,AREZWXB1187FB4958E,Little Miss Honky Tonk,SOIZBRV12CF5F86FC0,The Greatest Hits Collection (),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\Q\TRLXQKI128F4295A97,14317
TRLXRAU12903CF8236,Estigma,ARFIKKJ12086C1494C,Loving You,SOWGLRZ12AC907515D,Loving You,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\R\TRLXRAU12903CF8236,14318
TRLXSBJ128F42625D0,Eva Cassidy,ARV12T61187FB48967,The Shadow of Your Smile,SOFPFBO12A8C13BCE8,The Other Side,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\S\TRLXSBJ128F42625D0,14319
TRLXUKS128EF365FD6,Sl2,ARFFGL31187FB51D1B,On A Ragga Tip 97 (goodfellos Radio Edit),SOHAWWT12A58A7878E,On A Ragga Tip 97,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\U\TRLXUKS128EF365FD6,14320
TRLXUPC12903CC2C1A,Yahel,ARX3L6W1187B9914D6,Liquid Love,SORDOGZ12AB0186084,Flip Out Vol. 4 - compiled by Beat Hackers,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\U\TRLXUPC12903CC2C1A,14321
TRLXVTB12903CC095C,Gwen Stefani,ARVBRGZ1187FB4675A,4 in the Morning (Thin White Duke Remix) (Thin White Duke Remix),SOIGSPK12AB0187FCB,Ultra Trance 07,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\V\TRLXVTB12903CC095C,14322
TRLXWQB128F14895EB,The Skygreen Leopards,ARUIVPF1187B9A2090,I Remember Sally Orchid,SOXOWOS12A6D4F876F,Disciples Of California,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\W\TRLXWQB128F14895EB,14323
TRLXXPL12903CACCC8,The Strings Of Paris,AREF34P1187B9953F1,Feelings,SOTDIAR12AB01876E4,The Second Waltz,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\X\TRLXXPL12903CACCC8,14324
TRLXXVQ128F9300C17,Stormtrooper,ARSESZZ1187B9A892E,Operation Destruction,SOGATNY12AB0180093,Brainstorm,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\X\TRLXXVQ128F9300C17,14325
TRLXYQI128F428BB29,Iron Maiden,ARHTAPO1187FB5AADE,Wasting Love (Live) (1998 Digital Remaster),SONSZFB12A8C13A56D,A Real Live Dead One,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\Y\TRLXYQI128F428BB29,14326
TRLXZJB12903CB86ED,Scott Joplin,ARRTPN61187B9A3812,Weeping Willow Rag,SOMWCNS12AB0184083,The Entertainer,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\X\Z\TRLXZJB12903CB86ED,14327
TRLYASB128F9346E12,The Barbarians,ARLE7141187B9B7EA4,Mr. Tambourine Man,SOAJBJP12AB0180E36,Are You A Boy Or Are You A Girl?,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\A\TRLYASB128F9346E12,14328
TRLYAXU128F92FEA55,Bobby Lee,ARQXY4K1187B9A1FA6,Avalon,SOGFGUT12AC9DCBA5F,Disco Classics Ottanta 4,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\A\TRLYAXU128F92FEA55,14329
TRLYAYK128F933DE73,Andres Calamaro,AR1N3PB1187B9B25C1,Wish you were here,SOGRRWO12AB018717E,Andres CD6,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\A\TRLYAYK128F933DE73,14330
TRLYAZE128F4276201,Efecto Mariposa,AREEUN81187B98D69E,El mundo (Fuengirola 07),SOJGJOM12A8C13A58D,Vivo en vivo,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\A\TRLYAZE128F4276201,14331
TRLYBAF128F92F1691,Ben E. King,ARISHTQ1187FB3E6F0,Stand By Me,SOSAAHE12A8C143DD7,Forever Friends - Thank You Mum,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\B\TRLYBAF128F92F1691,14332
TRLYCFG128F4291683,Hanoi Rocks,ARGYHUI1187B9AC2A5,Fashion,SOBVTZW12A8C140CF2,Fashion,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\C\TRLYCFG128F4291683,14333
TRLYCFR128F92DF670,Tina Charles,AR30G4B1187B9AFF0C,I Love To Love,SOFLHUA12A8AE489FB,The Pop Years 1976 - 1977,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\C\TRLYCFR128F92DF670,14334
TRLYCSX128F9327490,The Advantage,ARROLGK1187FB5738D,Megaman II - Stage Select + Metal Man,SOLUYVM12AB0187251,Elf Titled,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\C\TRLYCSX128F9327490,14335
TRLYEBL128EF3420AD,Queen & David Bowie,AR5I46R1187B9B7D2A,Under Pressure (1994 Digital Remaster),SOAGZJY12A67ADF8B4,The Best Of 1980/1987,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\E\TRLYEBL128EF3420AD,14336
TRLYEOQ128F92CB543,Panpipes,AR10V391187B9956D5,A Groovy Kind Of Love,SOBUKUV12A8C1430DB,Romantic Panpipes Let's Stay Together,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\E\TRLYEOQ128F92CB543,14337
TRLYFEN128F4270930,Murray Perahia,AR0IHC91187B9B1347,"Bagatelle in A minor for Piano_ WoO 59_ ""Für Elise",SOQGQLG12A8C135B35,Immortal Beloved Soundtrack,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\F\TRLYFEN128F4270930,14338
TRLYFKG128F424ABCD,Joy Kitikonti,ARHPW8M1187FB5CF11,Horney Trio Mix,SOTQXUU12A8C1349D6,A Century Of Beatz,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\F\TRLYFKG128F424ABCD,14339
TRLYGGU128F9339FD2,Love Potion,ARHJV0L1187FB45310,Hero,SOHHOYK12A6D4FB591,Love Songs  Vol.1,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\G\TRLYGGU128F9339FD2,14340
TRLYGND128F4270FFF,Mino Reitano,ARY7CXN1187B9B4A3D,Quelli Che Si Amano,SOZDNOD12A8C139FE8,Mino Reitano Story - Vol.2,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\G\TRLYGND128F4270FFF,14341
TRLYGPR128F427DD47,La Banda Del Capitan Canalla,ARCKVWZ1187B99B110,Bicho Malo Pillé,SOUUPBB12A8C13C0D1,Las Hazañas Del Capitán,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\G\TRLYGPR128F427DD47,14342
TRLYGYZ128F42574D2,Janet Jackson,ART4QZC1187FB51612,Someone To Call My Lover,SODQLAE12A8AE4636C,All For You,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\G\TRLYGYZ128F42574D2,14343
TRLYHSE128F92E921B,The Raveonettes,ARBWX4K1187B9B0BFE,Sometimes They Drop By,SODGXVG12AB017F5FC,Sometimes They Drop By,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\H\TRLYHSE128F92E921B,14344
TRLYHUQ128F92F1089,Franz Ferdinand,ARYVO9V1187B9B1FC6,This Fire,SOBPICV12A8151CDF1,Franz Ferdinand,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\H\TRLYHUQ128F92F1089,14345
TRLYHYL128F92FF339,NQ Arbuckle,ARXP6Q31187B9B08F1,Angels & Devils,SOJNHBN12A8C142E91,Last Supper In A Cheap Town,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\H\TRLYHYL128F92FF339,14346
TRLYIGT128F4226D82,José Cid,ARBV5N41187B9B2157,Alvas Brumas Do Douro,SOWZSAV12A58A7C8A2,Best,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\L\Y\I\TRLYIGT128F4226D82,14347
